,VarMcAyer,VarRsAyer,VarRaAyer,VarOsAyer,VarCsAyer,VarRpsAyer,VarRmsAyer,VarDcAyer,VarLaAyer,VarPfAyer,VarCpAyer,VarDScAyer,VarCotAyer,VarCotHoy
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7641133501274229
2,0.0,0.0,9.589781787562993,-1.6166666666666671,-0.8026315789473681,0.0,0.0,0.0,0.0,7.162629957732091,0.0,0.0,0.7641133501274229,-0.2686537313432872
3,0.0,0.0,-0.38361265902910624,-3.6333333333333346,-3.572368421052632,0.0,0.0,0.0,0.0,-1.1274617206411994,0.0,0.27211799373742324,-0.2686537313432872,-0.14947882709474555
4,0.0,0.0,-1.5037009467603522,0.35135135135135265,-0.024999999999999467,0.0,0.0,0.0,0.0,-0.43901396947154936,3.3640791031030624,0.24552667797243238,-0.14947882709474555,-2.1062261101569564
5,0.0,0.0,-5.13963249652601,-1.3898207391064519,-2.6958695652173903,0.0,0.0,0.0,0.0,-2.979857237573938,0.8242308972259567,-0.13740839522007658,-2.1062261101569564,-2.835616825363619
6,0.0,0.0,3.143931496364914,-1.851774514683924,-0.13355187288021675,0.0,0.0,0.0,0.0,-1.909107313471139,-0.1115133834646711,0.044052807605406585,-2.835616825363619,-3.486737487530854
7,0.0,0.0,2.5075655323168604,-0.4614062250896056,-0.6806679564574525,0.0,0.0,0.0,0.0,-0.6049397630135561,0.9316897560690505,0.14412243211332054,-3.486737487530854,-2.0667494893871776
8,0.0,0.0,0.4361581871017961,-0.10758383921721237,-0.5016680857599018,0.0,0.0,0.0,0.0,-0.0643909449018859,0.0,0.10889478591492341,-2.0667494893871776,-1.0272499112829407
9,0.0,0.0,0.0990174663467247,-0.020858909351320065,0.07918356727148135,0.0,0.0,0.0,0.0,-0.0070920843471899975,-1.824433381486195,0.08368449116364907,-1.0272499112829407,-1.0835214691539763
10,9.358728776540977,0.0,0.10829571462068444,-0.012528382932763815,-0.24204868997569573,7.660676436032981,7.737729279813842,6.475576788774504,1.7702157497681696,-0.006777362666018916,-0.05150241905691999,1.1990874342997255,-1.0835214691539763,-0.773430408858736
11,-1.0549960432149916,-0.2246726979368745,0.4742026794871439,-0.3132124052785834,-0.062414434017861176,0.2453295829565061,0.08935205523711875,0.04112685492132684,-0.009772668792708217,-0.001087216616014186,-0.045504299060929565,0.19915053612710287,-0.773430408858736,0.06820299835633065
12,-2.367777912894719,-0.3418522331722631,0.16558247780103663,0.004239199807908323,0.1055741467150284,0.04018714734891482,0.015807228161219378,-0.028210123989452995,-0.016072274751270932,0.012848792599852166,0.12617478007803484,0.059111017750737016,0.06820299835633065,1.201572109997579
13,-0.33194708248909865,-0.42778061022099045,0.05460363444713856,-0.02710957852882334,0.27502848171985783,-0.09780400486875607,0.047078127926286406,-0.21313098548437814,0.045549418869887504,0.059129599808662725,0.0,0.16264340713886627,1.201572109997579,2.067521170130873
14,-1.955664654618567,-0.44778020859686407,0.053992766066318865,0.024780464181505257,0.2564344086021497,-0.17250857946327258,0.03587028802019532,-0.1725537804160524,1.3652460312392605,0.21464506847766351,0.007009023014101778,0.10476763188490112,2.067521170130873,6.34462483652795
15,1.4953351440537883,-0.4157660403694603,0.07799168409695945,0.2776845948547757,0.7125380413577855,-0.37250213007870503,0.06157312078201116,-0.23755610670796656,4.346361854353789,2.509477923757335,0.07958031910379315,1.510523038965205,6.34462483652795,0.5531097168834326
16,-0.06427914209705765,-0.7372071348899274,0.04634546421799435,0.03077581747734759,0.2669478343203435,-0.16383896387053287,0.11060401686168397,0.023033536157858414,0.26968528239848144,0.429587156524879,0.12106901426421723,0.37409481907961517,0.5531097168834326,-0.753348797660502
17,-0.048963467286729845,-0.8358066221471683,0.01002563145180524,0.06982826583689206,0.057539889217200546,0.06374698278339075,0.022336041009349827,0.04406211812532579,-0.6170243332135668,-0.42272986400355883,0.10991106364635117,-0.039131394931462005,-0.753348797660502,-0.748598461218542
18,0.016145716744638605,-0.5987545991276866,0.007488850915688516,-0.019188221563570806,-0.058748282496096316,0.035787567081285054,-0.011993965362572467,-0.0364503134792189,-0.21615188447721412,-0.3673436634971754,0.0,-0.04032908684493197,-0.748598461218542,-1.3915232828218187
19,0.17278112353060404,-0.48144714020916535,0.010368342194571056,-0.16186275878719458,-0.17310392054520296,0.03961818101376924,-0.05344649341712149,-0.07872367124527369,-0.02626663276106722,-0.6156099729967308,-0.17164249091910833,-0.25990997087869605,-1.3915232828218187,-0.466006152637273
20,0.33383572157731933,-0.41970262018933013,0.0033686854119281406,0.031460480544872604,-0.05595143694478999,0.05595499445660046,-0.060245582072451676,-0.039541347320442455,0.0,-0.1325153051415151,0.08581708040261482,0.05764441438217638,-0.466006152637273,0.11636623417291786
